dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 85
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 336
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 171
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 171
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 99
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 99
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 57
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 57
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 211
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 211
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 193
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 193
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 58
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 58
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 100
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 100
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 103
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 103
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 212
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 212
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 172
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 172
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 101
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 101
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 148
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 148
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 213
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 213
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 194
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 194
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 195
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 195
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 93
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 93
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 102
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 102
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 173
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 173
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 98
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 98
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 174
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 174
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 54
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 54
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 214
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 214
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 175
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 175
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 118
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 118
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 55
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 55
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 196
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 196
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 176
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 176
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 137
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 137
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 119
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 119
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 87
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 87
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 66
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 66
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 120
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 120
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 177
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 177
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 67
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 67
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 36
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 36
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 178
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 178
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 88
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 88
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 94
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 94
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 62
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 62
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 37
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 37
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 89
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 89
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 138
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 138
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 68
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 68
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 179
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 179
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 180
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 180
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 70
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 70
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 63
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 63
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 215
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 215
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 95
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 95
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 75
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 75
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 38
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 38
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 216
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 216
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 39
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 39
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 103
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 103
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 217
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 217
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 270
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 270
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 181
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 181
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 354
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 354
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 218
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 218
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 219
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 219
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 355
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 355
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 113
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 113
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 356
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 356
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 82
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 82
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 96
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 96
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 155
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 155
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 179
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 179
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 76
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 76
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 149
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 149
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 156
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 156
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 157
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 157
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 200
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 200
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 150
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 150
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 158
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 158
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 159
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 159
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 71
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 71
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 64
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 64
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 59
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 59
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 95
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 95
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 60
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 60
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 96
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 96
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 94
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 94
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 201
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 201
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 97
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 97
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 97
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 97
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 180
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 180
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 65
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 65
dwCan = 0 dwGet = 0 dwData = dwLevel 		value = 6
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 61
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 61
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 181
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 181
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 83
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 83
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 74
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 74
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 103
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 103
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 104
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 104
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 105
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 105
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 62
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 62
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 200
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 200
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 31
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 31
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 72
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 72
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 71
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 71
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 73
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 73
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 337
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 337
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 104
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 104
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 105
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 105
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 338
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 338
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 54
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 54
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 63
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 63
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 151
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 151
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 106
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 106
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 339
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 339
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 64
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 64
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 340
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 340
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 152
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 152
dwCan = 0 dwGet = 0 dwData = dwLevel 		value = 7
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 72
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 72
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 202
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 202
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 182
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 182
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 203
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 203
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 55
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 55
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 220
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 220
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 84
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 84
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 221
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 221
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 85
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 85
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 38
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 38
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 23
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 23
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 222
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 222
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 341
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 341
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 159
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 159
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 24
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 24
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 98
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 98
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 90
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 90
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 103
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 103
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 129
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 129
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 91
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 91
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 223
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 223
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 90
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 90
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 130
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 130
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 71
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 71
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 224
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 224
dwCan = 0 dwGet = 0 dwData = dwLevel 		value = 7
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 103
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 103
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 106
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 106
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 131
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 131
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 104
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 104
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 160
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 160
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 132
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 132
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 161
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 161
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 120
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 120
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 105
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 105
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 107
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 107
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 225
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 225
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 32
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 32
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 162
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 162
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 56
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 56
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 25
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 25
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 226
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 226
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 227
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 227
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 72
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 72
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 33
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 33
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 57
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 57
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 270
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 270
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 77
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 77
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 58
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 58
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 73
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 73
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 78
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 78
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 59
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 59
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 106
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 106
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 197
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 197
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 107
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 107
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 108
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 108
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 79
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 79
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 89
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 89
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 198
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 198
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 86
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 86
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 66
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 66
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 114
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 114
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 109
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 109
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 67
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 67
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 110
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 110
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 111
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 111
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 56
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 56
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 68
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 68
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 287
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 287
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 115
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 115
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 74
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 74
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 69
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 69
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 75
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 75
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 70
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 70
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 112
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 112
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 87
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 87
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 116
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 116
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 113
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 113
